-30 42 
8327 0 1 1 1 0 0 2861 1 51 58 1 2 8 51 50 1 2 7 55 55 NA NA 
8327 0 1 1 1 1 1 710 0 128 26 0 9 4 40 34 0 1 5 39 94 NA NA 
8327 0 1 1 1 2 0 442 1 40 74 1 1 10 117 58 1 8 8 53 147 NA NA 
8327 0 1 1 1 3 0 306 0 117 18 0 8 3 128 2 0 9 1 24 171 NA NA 
8327 0 1 1 1 4 0 434 1 73 74 1 4 10 117 50 1 8 7 62 233 NA NA 
8327 0 1 1 1 5 0 379 0 106 34 0 7 5 51 10 0 2 2 32 265 NA NA 
8327 0 1 1 1 6 0 152 1 73 58 1 4 8 95 66 1 6 9 41 306 NA NA 
8327 0 1 1 1 7 0 116 0 73 10 0 4 2 51 74 1 2 10 32 338 NA NA 
8327 0 1 1 1 8 1 0 0 62 18 0 3 3 51 2 0 2 1 31 369 NA NA 
8327 0 1 1 1 9 0 305 1 84 58 1 5 8 106 50 1 7 7 63 432 NA NA 
8327 0 1 1 1 10 0 196 1 62 74 1 3 10 117 74 1 8 10 77 509 NA NA 
8327 0 1 1 1 11 0 365 1 84 74 1 5 10 40 18 0 1 3 60 569 NA NA 
8327 0 1 1 1 12 0 228 1 40 42 1 1 6 73 42 1 4 6 75 644 NA NA 
8327 0 1 1 1 13 0 122 0 73 2 0 4 1 73 26 0 4 4 40 684 NA NA 
8327 0 1 1 1 14 0 225 1 62 42 1 3 6 51 18 0 2 3 55 739 NA NA 
8327 0 1 1 1 15 0 197 0 117 26 0 8 4 84 42 1 5 6 29 768 NA NA 
8327 0 1 1 1 16 0 0 1 128 66 1 9 9 84 2 0 5 1 57 825 NA NA 
8327 0 1 1 1 17 0 49 0 95 34 0 6 5 117 42 1 8 6 52 877 NA NA 
8327 0 1 1 1 18 0 1 0 106 26 0 7 4 95 2 0 6 1 10 887 NA NA 
8327 0 1 1 1 19 0 62 0 106 18 0 7 3 139 74 1 10 10 51 938 NA NA 
8327 0 1 1 1 20 1 0 0 84 50 1 5 7 106 10 0 7 2 74 1012 NA NA 
8327 0 1 1 1 21 0 1 0 84 26 0 5 4 139 10 0 10 2 54 1066 NA NA 
8327 0 1 1 1 22 1 12 1 62 50 1 3 7 106 58 1 7 8 62 1128 NA NA 
8327 0 1 1 1 23 1 58 0 128 18 0 9 3 40 10 0 1 2 37 1165 NA NA 
8327 0 1 1 1 24 0 1 0 139 34 0 10 5 117 10 0 8 2 51 1216 NA NA 
8327 0 1 1 1 25 1 1 0 62 66 1 3 9 139 2 0 10 1 57 1273 NA NA 
8327 0 1 1 1 26 1 1 0 128 50 1 9 7 84 10 0 5 2 34 1307 NA NA 
8327 0 1 1 1 27 1 74 1 95 42 1 6 6 106 42 1 7 6 83 1390 NA NA 
8327 0 1 1 1 28 1 37 0 73 18 0 4 3 84 34 0 5 5 74 1464 NA NA 
8327 0 1 1 1 29 0 17 1 128 42 1 9 6 106 2 0 7 1 55 1519 NA NA 
8327 0 1 1 1 30 0 0 0 117 2 0 8 1 40 50 1 1 7 40 1559 NA NA 
8327 0 1 1 1 31 0 55 1 139 66 1 10 9 62 2 0 3 1 40 1599 NA NA 
8327 0 1 1 1 32 0 101 0 84 18 0 5 3 51 34 0 2 5 52 1651 NA NA 
8327 0 1 1 1 33 0 0 1 95 50 1 6 7 73 34 0 4 5 40 1691 NA NA 
8327 0 1 1 1 34 0 0 0 139 18 0 10 3 128 58 1 9 8 25 1716 NA NA 
8327 0 1 1 1 35 0 12 0 40 26 0 1 4 117 66 1 8 9 41 1757 NA NA 
8327 0 1 1 1 36 0 274 1 95 58 1 6 8 139 42 1 10 6 76 1833 NA NA 
8327 0 1 1 1 37 1 50 1 51 66 1 2 9 40 58 1 1 8 77 1910 NA NA 
8327 0 1 1 1 38 0 125 0 62 34 0 3 5 40 2 0 1 1 27 1937 NA NA 
8327 0 1 1 1 39 1 0 0 139 26 0 10 4 128 34 0 9 5 52 1989 NA NA 
8327 0 1 1 1 40 0 150 1 106 58 1 7 8 106 74 1 7 10 62 2051 NA NA 
8327 0 1 1 1 41 1 1 1 117 42 1 8 6 40 66 1 1 9 66 2117 NA NA 
8327 0 1 1 1 42 0 134 1 84 66 1 5 9 95 50 1 6 7 77 2194 NA NA 
8327 0 1 1 1 43 0 1 1 62 66 1 3 9 95 74 1 6 10 66 2260 NA NA 
8327 0 1 1 1 44 0 0 0 106 34 0 7 5 117 34 0 8 5 40 2300 NA NA 
8327 0 1 1 1 45 0 1 0 51 26 0 2 4 95 42 1 6 6 36 2336 NA NA 
8327 0 1 1 1 46 0 84 1 139 66 1 10 9 73 18 0 4 3 58 2394 NA NA 
8327 0 1 1 1 47 0 155 1 51 58 1 2 8 51 74 1 2 10 60 2454 NA NA 
8327 0 1 1 1 48 1 1524 0 117 58 1 8 8 106 26 0 7 4 15 2469 NA NA 
8327 0 1 1 1 49 1 3616 0 84 42 1 5 6 62 18 0 3 3 49 2518 NA NA 
8327 0 1 1 1 50 0 7022 0 128 2 0 9 1 62 58 1 3 8 23 2541 NA NA 
8327 0 1 1 1 51 1 2222 0 95 10 0 6 2 73 34 0 4 5 20 2561 NA NA 
8327 0 1 1 1 52 0 1322 0 62 34 0 3 5 117 50 1 8 7 51 2612 NA NA 
8327 0 1 1 1 53 1 2446 0 40 74 1 1 10 40 10 0 1 2 42 2654 NA NA 
8327 0 1 1 1 54 1 1431 1 62 74 1 3 10 106 42 1 7 6 57 2711 NA NA 
8327 0 1 1 1 55 0 1217 1 40 42 1 1 6 84 74 1 5 10 82 2793 NA NA 
8327 0 1 1 1 56 0 1147 0 62 26 0 3 4 40 58 1 1 8 42 2835 NA NA 
8327 0 1 1 1 57 1 773 0 128 74 1 9 10 95 18 0 6 3 50 2885 NA NA 
8327 0 1 1 1 58 0 720 0 95 34 0 6 5 73 50 1 4 7 82 2967 NA NA 
8327 0 1 1 1 59 1 949 0 40 50 1 1 7 73 10 0 4 2 32 2999 NA NA 
8327 0 1 1 1 60 1 1587 1 117 26 0 8 4 51 66 1 2 9 70 3069 NA NA 
8327 0 1 1 1 61 1 2718 0 139 58 1 10 8 117 2 0 8 1 23 3092 NA NA 
8327 0 1 1 1 62 1 1672 0 106 66 1 7 9 139 2 0 10 1 24 3116 NA NA 
8327 0 1 1 1 63 1 1978 1 139 34 0 10 5 51 50 1 2 7 32 3148 NA NA 
8327 0 1 1 1 64 0 1609 1 128 50 1 9 7 73 42 1 4 6 48 3196 NA NA 
8327 0 1 1 1 65 0 1485 0 139 18 0 10 3 117 66 1 8 9 31 3227 NA NA 
8327 0 1 1 1 66 1 968 0 139 50 1 10 7 84 18 0 5 3 50 3277 NA NA 
8327 0 1 1 1 67 0 2156 0 95 2 0 6 1 128 58 1 9 8 51 3328 NA NA 
8327 0 1 1 1 68 0 1603 0 106 2 0 7 1 128 26 0 9 4 41 3369 NA NA 
8327 0 1 1 1 69 0 2677 1 84 50 1 5 7 95 66 1 6 9 47 3416 NA NA 
8327 0 1 1 1 70 1 1199 0 40 34 0 1 5 40 18 0 1 3 56 3472 NA NA 
8327 0 1 1 1 71 1 1014 0 62 42 1 3 6 128 18 0 9 3 31 3503 NA NA 
8327 0 1 1 1 72 0 313 1 95 58 1 6 8 62 10 0 3 2 77 3580 NA NA 
8327 0 1 1 1 73 0 0 1 73 58 1 4 8 84 26 0 5 4 45 3625 NA NA 
8327 0 1 1 1 74 1 390 1 84 10 0 5 2 139 74 1 10 10 55 3680 NA NA 
8327 0 1 1 1 75 0 210 0 40 2 0 1 1 51 18 0 2 3 7 3687 NA NA 
8327 0 1 1 1 76 0 118 0 51 10 0 2 2 84 2 0 5 1 44 3731 NA NA 
8327 0 1 1 1 77 0 0 1 106 50 1 7 7 51 42 1 2 6 73 3804 NA NA 
8327 0 1 1 1 78 1 0 0 139 42 1 10 6 51 34 0 2 5 6 3810 NA NA 
8327 0 1 1 1 79 1 0 0 139 26 0 10 4 106 18 0 7 3 66 3876 NA NA 
8327 0 1 1 1 80 1 0 1 139 18 0 10 3 106 74 1 7 10 80 3956 NA NA 
8327 0 1 1 1 81 1 0 0 51 2 0 2 1 95 34 0 6 5 36 3992 NA NA 
8327 0 1 1 1 82 0 45 1 128 74 1 9 10 62 66 1 3 9 75 4067 NA NA 
8327 0 1 1 1 83 1 13 1 128 42 1 9 6 51 66 1 2 9 80 4147 NA NA 
8327 0 1 1 1 84 0 1 1 40 42 1 1 6 95 18 0 6 3 58 4205 NA NA 
8327 0 1 1 1 85 1 0 1 128 66 1 9 9 51 50 1 2 7 56 4261 NA NA 
8327 0 1 1 1 86 1 1 0 117 18 0 8 3 51 18 0 2 3 40 4301 NA NA 
8327 0 1 1 1 87 1 61 0 51 58 1 2 8 62 2 0 3 1 58 4359 NA NA 
8327 0 1 1 1 88 0 19 0 128 34 0 9 5 95 50 1 6 7 43 4402 NA NA 
8327 0 1 1 1 89 0 1 0 51 10 0 2 2 106 18 0 7 3 52 4454 NA NA 
8327 0 1 1 1 90 0 0 1 106 42 1 7 6 73 26 0 4 4 66 4520 NA NA 
8327 0 1 1 1 91 0 0 0 139 10 0 10 2 117 66 1 8 9 42 4562 NA NA 
8327 0 1 1 1 92 1 1 0 62 42 1 3 6 106 34 0 7 5 35 4597 NA NA 
8327 0 1 1 1 93 1 0 0 40 2 0 1 1 73 18 0 4 3 62 4659 NA NA 
