24 -15 
11111 0 1 1 1 0 0 1238 0 160 -31 0 7 4 116 17 1 3 10 39 39 NA NA 
11111 0 1 1 1 1 0 535 0 171 -55 0 8 1 138 -47 0 5 2 55 94 NA NA 
11111 0 1 1 1 2 0 475 0 138 -31 0 5 4 171 17 1 8 10 40 134 NA NA 
11111 0 1 1 1 3 0 516 1 94 -7 1 1 7 127 -7 1 4 7 51 185 NA NA 
11111 0 1 1 1 4 1 10106 1 149 1 1 6 8 116 1 1 3 8 71 256 NA NA 
11111 0 1 1 1 5 1 781 0 160 -7 1 7 7 182 -31 0 9 4 40 296 NA NA 
11111 0 1 1 1 6 1 3181 0 193 -39 0 10 3 171 -39 0 8 3 65 361 NA NA 
11111 0 1 1 1 7 1 1474 1 105 -7 1 2 7 182 -7 1 9 7 74 435 NA NA 
11111 0 1 1 1 8 1 493 1 138 -39 0 5 3 182 9 1 9 9 71 506 NA NA 
11111 0 1 1 1 9 1 5600 1 127 9 1 4 9 138 -15 1 5 6 41 547 NA NA 
11111 0 1 1 1 10 1 630 0 171 -47 0 8 2 193 -23 0 10 5 35 582 NA NA 
11111 0 1 1 1 11 1 928 0 105 9 1 2 9 116 -55 0 3 1 51 633 NA NA 
